# Mix output version 10
# Intel(R) SDE version: 8.50.0 external
# Starting tid 1,  OS-TID 2392
# FINI: end of program

# EMIT_IMAGE_ADDRESSES 
# 
#    IMAGE NAME                                                                              LOW ADDRESS   HIGH ADDRESS  
# 
C:\Windows\system32\kernel32.dll                                                             000077330000  00007744efff
C:\Windows\system32\USER32.dll                                                               000077450000  000077549fff
C:\Windows\SYSTEM32\ntdll.dll                                                                000077550000  0000776eefff
C:\Windows\system32\rundll32.exe                                                             0000ffe00000  0000ffe0ffff
C:\Windows\system32\dwmapi.dll                                                               07fefb660000  07fefb677fff
C:\Windows\system32\uxtheme.dll                                                              07fefba90000  07fefbae5fff
C:\Windows\system32\PROPSYS.dll                                                              07fefbaf0000  07fefbc1bfff
C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll   07fefbe10000  07fefc003fff
C:\Windows\system32\CRYPTBASE.dll                                                            07fefd080000  07fefd08efff
C:\Windows\system32\KERNELBASE.dll                                                           07fefd570000  07fefd5d9fff
C:\Windows\system32\SHLWAPI.dll                                                              07fefd5e0000  07fefd650fff
C:\Windows\system32\RPCRT4.dll                                                               07fefd660000  07fefd78bfff
C:\Windows\system32\MSCTF.dll                                                                07fefd790000  07fefd898fff
C:\Windows\system32\USP10.dll                                                                07fefd8a0000  07fefd96afff
C:\Windows\system32\GDI32.dll                                                                07fefdb50000  07fefdbb6fff
C:\Windows\system32\LPK.dll                                                                  07fefe020000  07fefe02dfff
C:\Windows\system32\msvcrt.dll                                                               07fefe030000  07fefe0cefff
C:\Windows\system32\OLEAUT32.dll                                                             07fefe0d0000  07fefe1a9fff
C:\Windows\system32\ADVAPI32.dll                                                             07fefe1b0000  07fefe28afff
C:\Windows\system32\shell32.dll                                                              07fefe2a0000  07feff029fff
C:\Windows\system32\imagehlp.dll                                                             07feff0d0000  07feff0e8fff
C:\Windows\system32\ole32.dll                                                                07feff0f0000  07feff2ebfff
C:\Windows\system32\IMM32.DLL                                                                07feff2f0000  07feff31dfff
C:\Windows\SYSTEM32\sechost.dll                                                              07feff320000  07feff33efff
# END_IMAGE_ADDRESSES

# ==============================================
# STATS FOR TID 1  OS-TID  2392 EMIT# 1
# ==============================================
# EMIT_TOP_BLOCK_STATS FOR TID 1  OS-TID 2392 EMIT # 1 EVENT=ICOUNT
BLOCK:     0   PC: 000000007757a1c0   ICOUNT:      3965   EXECUTIONS:       305   #BYTES: 33   %: 0.978   cumltv%: 0.978  FN: RtlFreeHeap  IMG: C:\Windows\SYSTEM32\ntdll.dll  OFFSET: 2a1c0
CMOVB                                                                 34
CMOVBE                                                                 2
CMOVL                                                                 28
CMOVNB                                                                 1
CMOVNBE                                                               23
CMOVNL                                                                 6
CMOVNLE                                                               10
CMOVNZ                                                               466
CMOVZ                                                                 74
CMP                                                                35768
CMPXCHG16B_LOCK                                                       16
CMPXCHG_LOCK                                                         547
DEC                                                                 2427
DIV                                                                   23
IDIV                                                                   8
IMUL                                                                1213
INC                                                                 4468
JB                                                                  4434
JBE                                                                  615
JL                                                                   775
JLE                                                                  570
JMP                                                                 9592
JNB                                                                 5182
JNBE                                                                1719
JNL                                                                 1826
JNLE                                                                 435
JNS                                                                  250
JNZ                                                                22915
JP                                                                    24
JS                                                                   547
JZ                                                                 25933
LEA                                                                11062
MOV                                                               127149
MOVAPS                                                                69
MOVDQA                                                                71
MOVDQU                                                               132
MOVSD_XMM                                                              4
MOVSS                                                                 37
MOVSX                                                                100
MOVSXD                                                              3310
MOVZX                                                              14688
MUL                                                                   11
NEG                                                                  182
NOP                                                                 1102
NOT                                                                  804
OR                                                                  1762
OR_LOCK                                                                2
POP                                                                11248
PREFETCHW                                                            598
PUSH                                                               11248
REPNE_SCASB                                                          139
REPNE_SCASW                                                         1282
RET_NEAR                                                            9302
ROL                                                                  955
ROR                                                                    2
SAR                                                                  804
SBB                                                                  773
SETL                                                                   5
SETNBE                                                                45
SETNL                                                                  7
SETNS                                                                  1
SETNZ                                                                322
SETZ                                                                 241
SHL                                                                 2194
SHR                                                                 2930
SUB                                                                12438
SYSCALL                                                              709
TEST                                                               23612
UCOMISS                                                               24
XADD_LOCK                                                            602
XCHG                                                                  47
XOR                                                                10830
*total                                                            405571
# END_DYNAMIC_STATS
# FUNCTION TOTALS FOR TID 1  OS-TID 2392
#rank total-icount     %   cumulative%   #times-called    address  function-name    image-name
   0:        78326  19.313  19.313           305          7757a1c0 RtlFreeHeap      IMG: C:\Windows\SYSTEM32\ntdll.dll
   1:        44411  10.950  30.263             0       7fefd8e0cb0 ScriptPositionSingleGlyph  IMG: C:\Windows\system32\USP10.dll
   2:        20489   5.052  35.315             0       7fefba91000 .text            IMG: C:\Windows\system32\uxtheme.dll
   3:        14167   3.493  38.808             4          77469920 TranslateMessageEx  IMG: C:\Windows\system32\USER32.dll
   4:        10063   2.481  41.289             4       7fefd8ac830 ScriptApplyDigitSubstitution  IMG: C:\Windows\system32\USP10.dll
   5:         7050   1.738  43.027            78          7757d370 RtlDeleteCriticalSection  IMG: C:\Windows\SYSTEM32\ntdll.dll
   6:         6738   1.661  44.689            17          77580be0 RtlFindActivationContextSectionString  IMG: C:\Windows\SYSTEM32\ntdll.dll
   7:         6576   1.621  46.310             0          77467024 SetWindowTextW   IMG: C:\Windows\system32\USER32.dll
   8:         6072   1.497  47.807             0          77620b30 EtwEventWriteStartScenario  IMG: C:\Windows\SYSTEM32\ntdll.dll
   9:         5759   1.420  49.227             2          7757fe80 RtlDosApplyFileIsolationRedirection_Ustr  IMG: C:\Windows\SYSTEM32\ntdll.dll
  10:         5625   1.387  50.614           100          77587920 RtlDeactivateActivationContextUnsafeFast  IMG: C:\Windows\SYSTEM32\ntdll.dll
  11:         5471   1.349  51.963             1       7fefba96590 DrawThemeParentBackground  IMG: C:\Windows\system32\uxtheme.dll
  12:         5359   1.321  53.284           104          775a9df0 memset           IMG: C:\Windows\SYSTEM32\ntdll.dll
  13:         5149   1.270  54.554           395          7757d190 RtlEnterCriticalSection  IMG: C:\Windows\SYSTEM32\ntdll.dll
  14:         4764   1.175  55.729             1       7fefe03766c _flushall        IMG: C:\Windows\system32\msvcrt.dll
  15:         4681   1.154  56.883             1       7fefe045490 _fcloseall       IMG: C:\Windows\system32\msvcrt.dll
  16:         4659   1.149  58.032             2          774677c0 GetSysColor      IMG: C:\Windows\system32\USER32.dll
  17:         4637   1.143  59.175            45       7fefd8bd810 UspFreeMem       IMG: C:\Windows\system32\USP10.dll
  18:         4628   1.141  60.316             1       7fefe039aa8 _rmtmp           IMG: C:\Windows\system32\msvcrt.dll
  19:         4441   1.095  61.411           269          7756c0b0 RtlLeaveCriticalSection  IMG: C:\Windows\SYSTEM32\ntdll.dll
  20:         4205   1.037  62.448             2       7fefd79383c CtfImeAssociateFocus  IMG: C:\Windows\system32\MSCTF.dll
  21:         4087   1.008  63.455           163          7746888c GetPropW         IMG: C:\Windows\system32\USER32.dll
  22:         3851   0.950  64.405             0          774774f0 CreateDialogParamW  IMG: C:\Windows\system32\USER32.dll
  23:         3675   0.906  65.311             0       7feff10b430 CoRegisterMessageFilter  IMG: C:\Windows\system32\ole32.dll
  24:         3524   0.869  66.180             1       7fefd7a3120 TF_GetInputScope  IMG: C:\Windows\system32\MSCTF.dll
  25:         3347   0.825  67.005             0       7fefbe7eb20 TaskDialog       IMG: C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll
  26:         3201   0.789  67.795           101          77587510 RtlActivateActivationContextUnsafeFast  IMG: C:\Windows\SYSTEM32\ntdll.dll
  27:         3184   0.785  68.580            35       7fefe031000 memset           IMG: C:\Windows\system32\msvcrt.dll
  28:         3155   0.778  69.358             7          7757d890 RtlImageNtHeaderEx  IMG: C:\Windows\SYSTEM32\ntdll.dll
  29:         3130   0.772  70.129           214          77467930 IsWindow         IMG: C:\Windows\system32\USER32.dll
  30:         3024   0.746  70.875             3       7fefd5f4780 Ordinal_632      IMG: C:\Windows\system32\SHLWAPI.dll
  31:         2817   0.695  71.569            26          77577a30 RtlAllocateHeap  IMG: C:\Windows\SYSTEM32\ntdll.dll
  32:         2741   0.676  72.245             2       7feff10f1d8 CoUninitialize   IMG: C:\Windows\system32\ole32.dll
  33:         2428   0.599  72.844           116       7fefd571560 LocalFree        IMG: C:\Windows\system32\KERNELBASE.dll
  34:         2427   0.598  73.442            28          775a8cb8 bsearch          IMG: C:\Windows\SYSTEM32\ntdll.dll
  35:         2240   0.552  73.995            47          775a6fc0 memmove          IMG: C:\Windows\SYSTEM32\ntdll.dll
  36:         2193   0.541  74.535             0       7fefba92d38 IsCompositionActive  IMG: C:\Windows\system32\uxtheme.dll
  37:         2168   0.535  75.070            76          77466fa0 RemovePropW      IMG: C:\Windows\system32\USER32.dll
  38:         2028   0.500  75.570             3          7745fa50 SendMessageTimeoutW  IMG: C:\Windows\system32\USER32.dll
  39:         2011   0.496  76.066             1       7fefba92708 GetThemeTextExtent  IMG: C:\Windows\system32\uxtheme.dll
  40:         1964   0.484  76.550             7          7757e110 LdrGetProcedureAddressEx  IMG: C:\Windows\SYSTEM32\ntdll.dll
  41:         1596   0.394  76.944           114          7758b2b0 RtlAcquireSRWLockShared  IMG: C:\Windows\SYSTEM32\ntdll.dll
  42:         1525   0.376  77.320             4       7fefbaae408 BufferedPaintStopAllAnimations  IMG: C:\Windows\system32\uxtheme.dll
  43:         1524   0.376  77.695             6       7feff2f1170 CtfImmNotify     IMG: C:\Windows\system32\IMM32.DLL
  44:         1449   0.357  78.053            36          7758c470 RtlInitUnicodeString  IMG: C:\Windows\SYSTEM32\ntdll.dll
  45:         1439   0.355  78.407            23       7fefe0310e0 memcpy           IMG: C:\Windows\system32\msvcrt.dll
  46:         1417   0.349  78.757           177          77351340 TlsGetValue      IMG: C:\Windows\system32\kernel32.dll
  47:         1414   0.349  79.106             2          77565be0 RtlNtStatusToDosErrorNoTeb  IMG: C:\Windows\SYSTEM32\ntdll.dll
  48:         1337   0.330  79.435             1       7fefe3209c4 FreeIconList     IMG: C:\Windows\system32\shell32.dll
  49:         1329   0.328  79.763             2       7fefd7a708c TF_CleanUpPrivateMessages  IMG: C:\Windows\system32\MSCTF.dll
  50:         1310   0.323  80.086             0       7fefba935e0 GetThemePartSize  IMG: C:\Windows\system32\uxtheme.dll
  51:         1270   0.313  80.399             1       7fefdb53184 GdiDrawStream    IMG: C:\Windows\system32\GDI32.dll
  52:         1268   0.313  80.712             4       7fefd8ab3b0 ScriptStringFree  IMG: C:\Windows\system32\USP10.dll
  53:         1184   0.292  81.004             0          77467d4c SetScrollInfo    IMG: C:\Windows\system32\USER32.dll
  54:         1128   0.278  81.282             1          77467fb0 SetRectEmpty     IMG: C:\Windows\system32\USER32.dll
  55:         1121   0.276  81.558            11       7fefdb519b0 SelectObject     IMG: C:\Windows\system32\GDI32.dll
  56:         1118   0.276  81.834             0       7fefd7a1b14 CtfImeInquireExW  IMG: C:\Windows\system32\MSCTF.dll
  57:         1096   0.270  82.104             0          77469380 TranslateAcceleratorW  IMG: C:\Windows\system32\USER32.dll
  58:         1083   0.267  82.371             1          77468900 GetWindowDC      IMG: C:\Windows\system32\USER32.dll
  59:         1010   0.249  82.620             0       7fefe4c6458 OpenAs_RunDLLW   IMG: C:\Windows\system32\shell32.dll
  60:         1006   0.248  82.868             4          77466680 IsDialogMessageW  IMG: C:\Windows\system32\USER32.dll
  61:          973   0.240  83.108             4          774668f0 SetTimer         IMG: C:\Windows\system32\USER32.dll
  62:          952   0.235  83.343            28          77560db0 RtlAreBitsSet    IMG: C:\Windows\SYSTEM32\ntdll.dll
  63:          912   0.225  83.568           114          7758b360 RtlReleaseSRWLockShared  IMG: C:\Windows\SYSTEM32\ntdll.dll
  64:          910   0.224  83.792             0          77469604 IsThreadDesktopComposited  IMG: C:\Windows\system32\USER32.dll
  65:          901   0.222  84.014            16       7fefdb510a0 DeleteObject     IMG: C:\Windows\system32\GDI32.dll
  66:          884   0.218  84.232            26       7fefd57d820 TlsFree          IMG: C:\Windows\system32\KERNELBASE.dll
  67:          870   0.215  84.447             0          77344490 FindActCtxSectionGuid  IMG: C:\Windows\system32\kernel32.dll
  68:          847   0.209  84.655             1          775875b0 LdrShutdownProcess  IMG: C:\Windows\SYSTEM32\ntdll.dll
  69:          845   0.208  84.864             0          7745ad30 CheckDesktopByThreadId  IMG: C:\Windows\system32\USER32.dll
  70:          823   0.203  85.067             0          77460e4c RegisterClassExW  IMG: C:\Windows\system32\USER32.dll
  71:          780   0.192  85.259            26          77591120 RtlUnlockHeap    IMG: C:\Windows\SYSTEM32\ntdll.dll
  72:          741   0.183  85.442             8       7fefba930e4 Ordinal_43       IMG: C:\Windows\system32\uxtheme.dll
  73:          730   0.180  85.622             0          775625e0 RtlIsCriticalSectionLockedByThread  IMG: C:\Windows\SYSTEM32\ntdll.dll
  74:          728   0.180  85.801            52          774696a8 GetWindowLongPtrW  IMG: C:\Windows\system32\USER32.dll
  75:          727   0.179  85.981             7       7fefd791fe4 CtfImeDispatchDefImeMessage  IMG: C:\Windows\system32\MSCTF.dll
  76:          723   0.178  86.159            10       7fefdb52e14 ExtSelectClipRgn  IMG: C:\Windows\system32\GDI32.dll
  77:          700   0.173  86.331            28          77560e40 RtlClearBits     IMG: C:\Windows\SYSTEM32\ntdll.dll
  78:          691   0.170  86.502             6       7fefd791c90 TF_Notify        IMG: C:\Windows\system32\MSCTF.dll
  79:          660   0.163  86.664            15          7761e9c0 EtwNotificationUnregister  IMG: C:\Windows\SYSTEM32\ntdll.dll
  80:          656   0.162  86.826             4       7fefe021460 LpkDrawTextEx    IMG: C:\Windows\system32\LPK.dll
  81:          652   0.161  86.987             4       7fefd8aaf40 ScriptStringAnalyse  IMG: C:\Windows\system32\USP10.dll
  82:          638   0.157  87.144            22          7755f410 RtlReleaseActivationContext  IMG: C:\Windows\SYSTEM32\ntdll.dll
  83:          620   0.153  87.297             4          774696e0 TranslateMessage  IMG: C:\Windows\system32\USER32.dll
  84:          602   0.148  87.446             8          775823e0 RtlCompareUnicodeStrings  IMG: C:\Windows\SYSTEM32\ntdll.dll
  85:          598   0.147  87.593             0          774662c0 GetLastInputInfo  IMG: C:\Windows\system32\USER32.dll
  86:          584   0.144  87.737             0       7feff115b80 CoTaskMemAlloc   IMG: C:\Windows\system32\ole32.dll
  87:          582   0.144  87.881             0          775a4bb0 RtlQueryPerformanceCounter  IMG: C:\Windows\SYSTEM32\ntdll.dll
  88:          580   0.143  88.024             0       7fefd792f74 TF_IsThreadWithFlags  IMG: C:\Windows\system32\MSCTF.dll
  89:          563   0.139  88.162             1       7fefd7a6b90 CtfImeDestroyThreadMgr  IMG: C:\Windows\system32\MSCTF.dll
  90:          562   0.139  88.301             0       7fefbaa0d48 GetCurrentThemeName  IMG: C:\Windows\system32\uxtheme.dll
  91:          542   0.134  88.435             1       7fefba91ed0 DrawThemeBackground  IMG: C:\Windows\system32\uxtheme.dll
  92:          525   0.129  88.564             0       7fefdb51fa0 CreateSolidBrush  IMG: C:\Windows\system32\GDI32.dll
  93:          520   0.128  88.692            26          7758bcd0 RtlLockHeap      IMG: C:\Windows\SYSTEM32\ntdll.dll
